RU130681 0.015503851 0.007457435 0.04208357 0.000232294 0.002370036 0.000314875 0.07674541 0.07046958 0.10389246 0.05133695 0.09834157 0.345560098 0.05062637 0.07872852 0.08089658 0.30060275 0.005466139 0.02699684 0.21912513 0.016863399 0.08343001 0.015375977 0.19849782 0.09072049 0.02100035 0.14789183 0.0536082 0.05038447 0.07055931 0.2281564 0.06814467 0.12275493 0.03101635 0.035247457 0.2642806 0.10685961 0.009003336 0.4612827 0.2306629 0.4893028 0.3676843 0.11989249 0.028909472 0.15838951 0.07359838 0.29092588 0.021340499 0.21765778 0.12026229 0.05288378 0.31034414 0.05240798 0.04783987 0.06311561 0.008772107 0.04915464 0.02808831 0.05490073 0 0.017009648 0.07742636 0.17040458 0.024271491 0.12353918 0.04772431 0.07486072 0.10640291 0.017569199 0.06108487 0.09181488 0.2372416 0.16644174 0.03267731 0.22712547 0.4997248 0.005847958 0.07449043 0.02872732 0.25402349 0.5821047 0.034700011 0.08930037 0.04028851 0.030230145 0.005113336 0.003532964 0.005907598 0.003372014 0.2261487 0.03218646 0.17921513 0.007432099 0.1268963 6.4948544 0.14023053 0.022662059 0.17585895 4.8577964 0.2747157 0.006281875 0.039716794 0.000443195 0.06394832 0.0565166 0.001366514 0.05526363 0.007656519 0.007784331 0.007130656 0.008197532 0.009240484 0.009544307 0.007659681 0.016190369 0.04565863 0.006419745 0.00847328 0.004346275 0.001409454 0.005211613 0.05302766 0.023073528 0.0302207 0.0003161 0.000633934 0.00011471 0.003046852 0.03669613 0.059071811 0.022863029 0.0403748 0.001664464 0.1661916 0.007666991 0.013706062 0.0730456 0.048429106 2.16e-05 0.12252437 0.06243025 0.03148466 0.2810042 0.011839572 0.17399858 0.11236483 0.002724634 0.0485006 0.03416068 0.16016823 0.5066309 0.02974761 0.016907783 0.000658613 0.039522727 3.29e-05 0.20908271 0.68910469 0.6281174 0.019486259 0.011542014 0.007098898 0.031823475 0.24628067 0.06642583 0.3448785 0.08841337 0.055510757 0 0.7101634 0.010082259 0.02812474 0.01094502 0.007274506 0.000253269 0.002306891 0.004162434 0.017687995 0.0751084 0 0.08531585 0.001536438 0.0281812 0.009617896 0.033914991 0.023943182 0.09158068 0.10903439 0.049737355 0.02739259 0.03371074 0.020514161 0.02647143 0.000643592 0.001810492
RU131016 0.072133662 0.015213853 0.18194317 0.00039146 0.004205697 0.000383687 0.05498159 0.17484532 0.04917668 0.04577674 0.06094726 0.405628074 0.05881477 0.11753362 0.04088293 0.23274042 0.005800022 0.030626285 0.29002257 0.015432524 0.08279562 0.017455125 0.33373302 0.09491757 0.03072996 0.10729802 0.04040588 0.05392801 0.08011808 0.3164762 0.07389233 0.02530811 0.02895222 0.035514842 0.3311429 0.11269162 0.016180654 1.19111 0.4673502 0.4644845 0.6727106 0.16083552 0.029225081 0.18027666 0.22618485 0.04419414 0.02234177 0.66633093 0.20375213 0.02280141 0.15521488 0.06340163 0.03574694 0.05250906 0.028161906 0.05008346 0.02439812 0.04658604 0 0.013259838 0.10185468 0.14424356 0.025225076 0.11872226 0.053146717 0.07062348 0.08592179 0.012799931 0.05951638 0.09036065 0.3084968 0.26605995 0.04160478 0.22263805 0.5952935 0.004716924 0.07739065 0.36487459 0.24662792 0.7963661 0.038699454 0.09517749 0.03109664 0.026592618 0.003139362 0.001956996 0.003470729 0.004908786 0.2412352 0.023437794 0.18766522 0.007633951 0.19424214 2.9164165 0.10489933 0.009301429 0.13937695 2.7645442 0.21686483 0.0089885 0.039706997 0.000419165 0.07238648 0.06727785 0.002159282 0.06963437 0.003750046 0.00351538 0.004810578 0.003743321 0.00882944 0.00568661 0.008933471 0.011026843 0.03163648 0.00264953 0.009989343 0.002775591 0.001879706 0.006430497 0.05300387 0.026248711 0.02867698 0.001110082 0.000742249 0.000119197 0.00462378 0.11225987 0.029960402 0.005783928 0.04415736 0.009265394 0.2104079 0.008689444 0.00908759 0.04737063 0.031373661 7.86e-05 0.12896119 0.04341832 0.03230768 0.3087375 0.020554288 0.17551911 0.07836897 0.001421241 0.04554358 0.32714471 0.13328149 0.4948279 0.02999138 0.016905809 0.000940976 0.026977582 0.000350558 0.45235884 1.57652891 0.5334423 0.023994147 0.013509534 0.01039585 0.024089316 0.13715793 0.05719062 0.2608565 0.10369642 0.042840627 0 0.4065239 0.006005249 0.02715489 0.008644277 0.006931542 0.000273696 0.005231025 0.006555123 0.018044734 0.07800741 0.000114041 0.10681992 0.002166305 0.03575327 0.009358875 0.027424437 0.016840562 0.08491232 0.11878489 0.011603772 0.02988378 0.03662133 0.023954015 0.02554546 0.000377134 7.57e-05
RU130558 0.023391252 0.002871832 0.04665726 0.000464915 0.001826584 9.91e-05 0.02931983 0.09545433 0.13801361 0.0424933 0.07233125 0.074384692 0.08049881 0.12995534 0.11001548 0.36071764 0.006223319 0.01848084 0.1820817 0.012856028 0.06729854 0.013666164 0.2144351 0.37384814 0.05020369 0.32375413 0.07558444 0.07712623 0.09857851 0.4522299 0.15898236 0.04700539 0.02932648 0.052520248 0.3238316 0.13630878 0.05963283 0.2786147 0.9388463 1.2817032 2.7039603 0.1857914 0.030822643 0.1474394 0.09510928 0.02529949 0.010361163 0.15267472 0.06561253 0.01932268 0.1588051 0.04267369 0.05384955 0.04305678 0.00448501 0.06139076 0.03407189 0.07044565 0 0.016445744 0.08003886 0.14091677 0.024300423 0.11741156 0.023422239 0.0515334 0.06660823 0.013735285 0.05456179 0.07768596 0.1982223 0.147243 0.03887592 0.12311686 0.2304471 0.005316741 0.06889873 0.03370325 0.18656418 0.3846158 0.039801301 0.05901879 0.02100845 0.020030625 0.00132196 0.00087511 0.004903829 0.002705928 0.2373388 0.020202147 0.31015335 0.006490631 0.08499923 0.9094758 0.07616022 0.004551645 0.09217902 2.5233594 0.19565754 0.008094975 0.040474905 0.000263628 0.06077921 0.04696607 0.001354703 0.08726685 0.006979329 0.003167412 0.004862058 0.004544562 0.003718013 0.0070475 0.007632228 0.007383218 0.03994556 0.005998414 0.009059325 0.003962944 0.001099884 0.004566051 0.03793449 0.02684487 0.03625667 0.00072593 0.000892499 0.000120179 0.007101748 0.03899051 0.0294638 0.005221715 0.04237398 0.000722843 0.4219624 0.00947153 0.010533077 0.05060464 0.049649401 0.000132342 0.50887448 0.05540693 0.04694742 0.6789883 0.042669588 0.73992709 0.35450678 0.010645581 0.07688448 0.02965939 0.14115152 0.7288689 0.0407747 0.014578677 0.003671888 0.022295919 0.000885749 0.38918143 0.26835028 0.437853 0.018663738 0.010862145 0.008676794 0.022665213 0.10249025 0.07833614 0.2214286 0.11600732 0.034959666 0 0.3280848 0.0090148 0.02311147 0.007659047 0.00550976 0.000300038 0.003710907 0.014059558 0.017983498 0.08319523 3.1e-05 0.1023138 0.001718699 0.03379985 0.008077346 0.020712993 0.013451198 0.0562205 0.1570466 0.02092023 0.02425328 0.0301357 0.019998391 0.02753966 0.000326469 0.000195079
RU130827 0.019541503 0.002152568 0.03680677 0.000452727 0.005190572 0.000150342 0.03747512 0.0477898 0.07175828 0.1064057 0.06394519 0.060894801 0.05297991 0.07970369 0.06179632 0.23047789 0.008856891 0.019074996 0.17018598 0.006984358 0.06800498 0.015223047 0.1372355 0.08502834 0.01874904 0.05555182 0.03466255 0.06708189 0.10115165 0.2460572 0.062196 0.01967995 0.01689703 0.023144773 0.2330067 0.11819265 0.010770121 0.2577201 0.1817507 0.2053426 0.304643 0.11554639 0.046066479 0.24199573 0.05481537 0.02763356 0.008208062 0.13650049 0.05816365 0.02031267 0.15337534 0.04504905 0.03251431 0.03883336 0.005494298 0.05142344 0.03531983 0.05270998 0 0.010422473 0.06374027 0.10964358 0.021510594 0.10145202 0.025627951 0.053366 0.0635855 0.014404717 0.04443765 0.06647165 0.3466473 0.31389338 0.03824312 0.12397954 0.2550058 0.005728159 0.07608461 0.02514931 0.20819549 0.4326564 0.037820143 0.06056144 0.01498136 0.041195233 0.001544523 0.003444822 0.002836111 0.00286471 0.4370654 0.034247974 0.15867154 0.007258922 0.11334556 0.7565872 0.0724441 0.003709248 0.07894664 1.7099845 0.1569676 0.012372116 0.0280727 8.16e-05 0.0510188 0.03346611 0.003255572 0.05922105 0.004908328 0.004499351 0.005827699 0.001976247 0.009192851 0.00252392 0.003618375 0.018602396 0.03517115 0.000922919 0.00782733 0.003741411 0.001396275 0.004555543 0.05089165 0.023031431 0.02096001 0.00030708 0.001517639 0.000170608 0.007341151 0.04097242 0.028876463 0.004359006 0.06601508 0.000795824 0.1968533 0.015024866 0.01143255 0.04435582 0.031991913 9.08e-06 0.13385814 0.07669101 0.02947352 0.2489395 0.009358213 0.15814889 0.10465353 0.001150956 0.04972363 0.02137922 0.2005096 4.8804527 0.50793524 0.028241261 0.000595685 0.018772444 0.000372081 0.78976862 0.35063627 0.38987 0.024257628 0.013285761 0.006843195 0.022717187 0.06696508 0.12348257 0.2014877 0.07447835 0.031239682 0.000116501 0.3264386 0.00530723 0.02025999 0.004199504 0.001726095 0.000534731 0.008188062 0.003806124 0.015867505 0.09926496 5.69e-06 0.08389823 0.001731187 0.02577511 0.013152707 0.031453157 0.012025781 0.04772873 0.14445032 0.013166897 0.01943653 0.02104317 0.013896418 0.02216714 0.002370764 0.000115267
RU130893 0.151667899 0.014992503 0.43375619 0.000214601 0.000981158 8.3e-05 0.03805922 0.61545527 0.07001294 0.05352452 0.04868656 0.065227037 0.23679207 0.08110407 0.04295235 0.14156507 0.005835676 0.022657467 0.16312403 0.013618849 0.08299488 0.014059972 0.44429067 0.12953301 0.07167001 0.41807918 0.07646226 0.18104032 0.12656574 0.3844943 0.11127604 0.56418374 0.03917402 0.06490974 0.4897497 0.15080471 0.232835201 4.2149736 0.8686542 0.379278 3.4414589 0.56740123 0.034138464 0.26545121 0.09585398 0.03018183 0.023432477 0.19199828 0.07284831 0.03811964 0.25411491 0.04698937 0.1201891 0.04342745 0.013176983 0.06563091 0.02474831 0.05160146 3.37e-06 0.014904239 0.1249159 0.15004538 0.016852766 0.11340974 0.011152902 0.05333739 0.0637498 0.011718388 0.06704696 0.09227542 0.2370483 0.19071187 0.0345471 0.13781684 0.2371629 0.004240768 0.06072832 0.08267047 0.17871038 0.2695018 0.036562442 0.06840865 0.03496925 0.030829277 0.000674403 0.001335002 0.004189828 0.000773897 0.2705222 0.024029657 0.13284005 0.006551774 0.07648493 0.4484747 0.11100407 0.003353231 0.0763958 2.4109419 0.47891258 0.010506221 0.0494038 7.16e-05 0.06382212 0.06762714 0.00226573 0.05799583 0.001630642 0.004204826 0.004630609 0.001897136 0.002742662 0.00837587 0.004184483 0.018156902 0.04486525 0.002688726 0.009653652 0.005026646 0.002081663 0.032444678 0.05372696 0.028915795 0.02409919 0.000819118 6.49e-05 1.17e-05 0.002965229 0.038527 0.026520466 0.004659725 0.0383893 0.004089828 0.1545586 0.004269658 0.015018705 0.0549039 0.018477823 2.61e-05 0.18009132 0.05109538 0.03824098 0.2460669 0.023327061 0.14120875 0.10596371 0.001743771 0.06290597 0.1858136 0.1520071 0.5009756 0.04309743 0.009327298 0.000544958 0.027638626 4.53e-05 0.17406613 0.2111003 0.5373269 0.013815865 0.012717993 0.005563422 0.013020737 0.05874232 0.0430003 0.236478 0.06749136 0.030216962 0 0.3182586 0.01010017 0.02034359 0.007326579 0.007801396 0.000336694 0.003410489 0.018731917 0.018154673 0.06564513 0 0.10547623 0.001285794 0.24485233 0.015176858 0.019682725 0.011329358 0.05125539 0.12264511 0.017372114 0.03260491 0.02809794 0.024819108 0.02988886 4.22e-05 0.000208187
RU131003 0.016182095 0.002015644 0.03001473 0.000107556 0.001213533 0.000365748 0.0389257 0.0562133 0.20999703 0.04640181 0.07042929 0.265559822 0.05033791 0.07556729 0.13579788 0.33177935 0.00417666 0.02673954 0.29695546 0.013832031 0.06060364 0.012144401 0.43615937 0.09324038 0.01618653 0.09483183 0.04556646 0.04537534 0.06145911 0.3615799 0.05590699 0.01708268 0.02670448 0.030143885 0.2521848 0.10653653 0.02573889 0.2805274 0.2019312 0.2255322 0.6004283 0.18151359 0.019000439 0.16658059 0.17445273 0.02201655 0.008935777 0.2756619 0.07266991 0.03880605 0.17398455 0.10947879 0.06447868 0.04213804 0.004125436 0.05498401 0.08268349 0.05199865 0 0.018369611 0.08616559 0.14589372 0.02440515 0.12729447 0.031021068 0.06766491 0.08747017 0.007532724 0.0661799 0.0969069 0.2298803 0.11906959 0.05635637 0.10844492 0.2178584 0.003257466 0.05400202 0.20776399 0.15718435 0.6023664 0.02393752 0.05433227 0.05015878 0.014799244 0.007522452 0.001035316 0.002057744 0.001751685 0.1977976 0.02424842 0.2540134 0.005543428 0.11406097 1.0026889 0.0723208 0.004099121 0.0953296 3.4988263 0.21012518 0.006610162 0.02843777 0.000674346 0.05962874 0.04792023 0.000848194 0.04195302 0.002805949 0.002141816 0.005244727 0.006869838 0.003116775 0.004888594 0.012600169 0.02019416 0.06095177 0.00169921 0.0072226 0.002678242 0.001186591 0.002967962 0.06534976 0.024724937 0.03200814 0.000403754 0.000356793 1.44e-05 0.004284136 0.05607083 0.026641235 0.010204649 0.06135891 0.001121382 0.2022136 0.006321915 0.003407091 0.03110677 0.034681726 6.99e-05 0.19862848 0.03820346 0.02815258 0.4037922 0.02338817 0.2485207 0.07030492 0.00041711 0.07577067 0.02677022 0.17954157 14.1124704 0.03834025 0.024257528 0.001149705 0.014896489 0.000102234 0.14739034 0.1918472 0.8741194 0.027219902 0.011422879 0.010191051 0.016219527 0.04653836 0.2063933 0.2490708 0.09208624 0.04208809 0 0.3850586 0.007262374 0.02978368 0.005354149 0.003805405 0.000199713 0.004658956 0.006415505 0.026166459 0.07664721 9.22e-06 0.09255296 0.005968721 0.05432349 0.007088105 0.027110243 0.011082207 0.07836234 0.19635727 0.005986979 0.03260602 0.0442785 0.020241443 0.02661571 0.000339371 8.93e-05
RU130779 0.317150114 0.026343352 0.77137302 0.000529206 0.001946861 6.17e-05 0.04086366 0.08731228 0.12925728 0.05484112 0.13564197 0.059126208 0.05887514 0.11147103 0.04869992 0.47856726 0.007276145 0.023543354 0.3297717 0.016725696 0.06663354 0.014898544 0.85956716 0.10001256 0.04835776 0.30481756 0.06270622 0.05305847 0.08861952 0.6634532 0.0859737 0.04042091 0.03334484 0.041561383 0.5481778 0.12699101 0.055453895 2.1904041 0.2290078 0.5513026 2.752187 0.23224606 0.025984356 0.23726155 0.08544336 0.38492331 0.021423165 0.63603112 1.00237956 0.04198831 0.25389108 0.05509789 0.05436529 0.05074399 0.028327262 0.05140525 0.02629854 0.05758434 0 0.013558318 0.09099923 0.12943978 0.025812869 0.11974333 0.097463514 0.06063897 0.14854484 0.015317138 0.06005555 0.08486183 0.4747021 0.45570532 0.03388894 0.1614596 0.3691985 0.005731187 0.06669255 0.14194842 0.24695067 0.3876623 0.039151947 0.09799907 0.0598796 0.028688985 0.001326301 0.003341611 0.004008693 0.003474551 0.2999444 0.021592176 0.14680868 0.009707654 0.08353019 0.7056084 0.06566759 0.010679869 0.11534738 2.0314135 0.25500776 0.008190576 0.04820684 0.000129376 0.0868632 0.08943084 0.001630393 0.06976341 0.008254796 0.005437272 0.005763553 0.016078993 0.003967932 0.006896602 0.009814785 0.011360482 0.03092215 0.009914001 0.011451006 0.007082483 0.001575188 0.006128187 0.04442861 0.029018193 0.04575281 0.000998397 0.000792646 2.96e-06 0.004452176 0.03909175 0.032376014 0.006954694 0.04315927 0.000952921 0.2421851 0.004551332 0.009009047 0.04038628 0.024515136 4.88e-06 0.17823713 0.05274281 0.04548558 0.6706234 0.020575836 0.27533469 0.32802039 0.010193457 0.0958304 0.34781348 0.15341278 0.5406192 0.03495527 0.014180696 0.000876061 0.028441828 0.000899046 0.12992806 0.21879282 0.3003197 0.020016003 0.017016463 0.005803818 0.011269939 0.06096949 0.05229837 0.3145229 0.20804196 0.087305044 0 0.8482119 0.008852936 0.02287858 0.00890254 0.004283414 0.001032203 0.003133662 0.006874849 0.017207172 0.07648916 2.62e-06 0.09944973 0.000501159 0.02367484 0.006825128 0.027303809 0.011947172 0.07301457 0.12794285 0.018772568 0.04001951 0.02768352 0.025898242 0.03520918 0.00025367 0.000113928
RU130997 0.022848317 0.00387848 0.02741134 0.000270504 0.001723646 2.67e-05 0.03343324 0.05343975 0.03869164 0.05298132 0.04908024 0.040167459 0.05663944 0.06773977 0.05667722 0.16770071 0.005589576 0.019990101 0.30121002 0.008400623 0.06083908 0.016317156 0.14566391 0.08551584 0.01552217 0.06398727 0.03181387 0.06205933 0.05440596 0.2085132 0.08006166 0.02382821 0.02424967 0.023960221 0.203043 0.10273142 0.004304311 0.142125 0.1727729 0.1878392 0.2366134 0.1136541 0.024533724 0.16976311 0.04555085 0.019478 0.009361711 0.14251095 0.06075637 0.01752142 0.11971917 0.04926333 0.03354895 0.03948774 0.008313536 0.04940713 0.02516118 0.32070523 0 0.011357673 0.05665911 0.10143522 0.022501556 0.09250206 0.024871578 0.04656252 0.0873111 0.012713601 0.05150554 0.06805001 0.2488551 0.21833269 0.05928479 0.27401622 0.4004332 0.002843954 0.16099766 0.02215075 0.23036164 0.8056727 0.052262204 0.06313076 0.02310912 0.026651495 0.00189051 0.002630204 0.003420512 0.003462182 0.1939269 0.018712588 0.45075242 0.009037969 0.14508918 1.7010552 1.33228868 0.004665352 0.10255374 2.5127333 0.15398893 0.005894017 0.025419101 0.00027456 0.06532506 0.04145217 0.000548002 0.05736809 0.003353729 0.004211781 0.005781972 0.0046346 0.006000041 0.003565461 0.008579254 0.024007988 0.02901656 0.002525302 0.006889143 0.001842207 0.001486832 0.010715999 0.04819177 0.023886188 0.02227774 0.000250893 0.000418103 0.000337694 0.004818122 0.05200437 0.104797301 0.05618122 0.05921655 0.001151976 0.1662579 0.014807533 0.004591257 0.02670026 0.03776207 2.49e-05 0.1019471 0.044679 0.02699694 0.1952026 0.007092744 0.13236308 0.07451346 0.001134758 0.04133694 0.02774906 0.50847324 4.3105571 0.09395329 0.02155504 0.001635481 0.022291096 0.000167849 0.15700716 0.24232712 0.3225483 0.033007258 0.020828493 0.006263156 0.027784959 0.39070917 0.08994065 0.2030635 0.08373957 0.032022264 0.000200742 0.5730622 0.004194109 0.01979021 0.007769302 0.003078878 0.000450948 0.004064514 0.009326361 0.016971946 0.07378988 4.17e-05 0.092638 0.00187822 0.03345747 0.009957803 0.025731836 0.017342497 0.06109414 0.11982448 0.009547838 0.02593927 0.02420761 0.019891041 0.02121958 0.000712213 6.77e-05
RU130637 0.016606956 0.004372964 0.03269213 0.000319972 0.002087429 0.000760245 0.05235287 0.0861547 0.04303606 0.11643922 0.0639217 0.240921613 0.0544953 0.08000201 0.03664267 0.36867702 0.005297686 0.026432527 0.26752039 0.013605287 0.07203801 0.017817834 0.28459744 0.08699446 0.01684311 0.0585926 0.0290543 0.04469569 0.07877492 0.1730953 0.0691168 0.02693846 0.02454169 0.029437016 0.1722712 0.77749302 0.004519857 0.1444507 0.1867558 0.1932522 0.2092766 0.09133789 0.029462205 0.16461968 0.05651228 0.02382264 0.019607498 0.13779647 0.056457 0.0216785 0.13688524 0.05064593 0.03215788 0.05183894 0.004140369 0.05756339 0.03109001 0.22475829 0 0.0095267 0.06015431 0.11650143 0.026220898 0.10014674 0.050491578 0.08198309 0.12359669 0.013252003 0.0490828 0.075809 0.2276312 0.28714827 0.03438965 0.32904994 0.5468215 0.006001456 0.35290891 0.02352353 0.30792827 0.6231093 0.067714794 0.07399463 0.02317328 0.022011644 0.003456293 0.003245452 0.008054704 0.015030642 0.2575231 0.024892895 0.68548215 0.007804712 0.11396771 2.6030137 0.09972898 0.007830005 0.26264374 1.615979 0.17193233 0.007610686 0.039411997 4.95e-05 0.05818747 0.0473305 0.003117105 0.07477716 0.006176822 0.004097964 0.003724009 0.006926178 0.006276072 0.006381996 0.007683816 0.017186886 0.02928564 0.008318579 0.009994014 0.002137693 0.002141328 0.008545596 0.04712214 0.028223147 0.03349668 0.000620346 0.000899278 7.5e-05 0.002981176 0.04040618 0.074949884 0.032333056 0.04841891 0.001216372 0.162534 0.005869445 0.004345056 0.03923888 0.057038002 6.36e-05 0.08817966 0.04681514 0.02244533 0.2041094 0.009463492 0.12550039 0.09734467 0.001913221 0.04732334 0.02867395 0.60291539 0.9893249 0.03190314 0.022580259 0.001777881 0.031362677 0.000523111 0.33506569 0.29048416 0.3704762 0.021843126 0.01392333 0.005769266 0.029085475 0.0691138 0.39048175 0.2753846 0.53278018 0.104820133 0 0.5387869 0.00358121 0.03020253 0.009585152 0.006000027 0.000596887 0.003510429 0.004590461 0.018482738 0.10378532 3.17e-05 0.12313285 0.002587194 0.02569694 0.012961888 0.028905726 0.023366731 0.06811327 0.15844918 0.013829451 0.02625055 0.02492444 0.022726439 0.02509541 0.000426573 8.67e-05
RU130349 0 0 0 0 0 0 0.12662 0.7182 0.00147 0 0.99746 3.82145 0.0019 0.38025 0.66947 0 0.00695 0.06472 0.01265 0 0.02464 0.01864 0.61325 0 0 0.86217 0 0.58043 0.37101 0 0 4.66868 0.07114 0 0.02779 0 0.14637 9.34277 0.02514 2.3941 0.03656 0.01683 0 0 0 0 0 0.06658 0.1126 0 0 0 0.10842 0.01272 0.04177 0 0 0.11756 0 0.00515 0.01855 0.56679 0.00808 0.05088 0 0.00065 0.10829 0 0.00368 0.01719 0 0.06677 0.27853 0.11475 1.26221 0 0 0 0.00615 0.41371 0 0.02524 0.41973 0 0.00685 0.01128 0 0.00365 0.01614 0 0.10539 0.02147 0.52204 6.58881 34.22286 0.32173 0 1.7298 0.00587 0 0.08886 0 0 0.02348 0.01608 0 0.14309 0 0.1015 0.08175 0.02751 0.04277 0.22534 0 0.10603 0 0.0014 0 0 0 0 0.00285 0.00679 0 0 0 0 0.02691 0.02326 0.00501 0 0 0.42956 0 0 0.92434 0 0 0.20119 0 0 0.24568 0 0.63695 0.0438 0.12502 0.00416 0.11517 0 0.02719 0 0 0 0.02254 0 0.26903 0.81067 0.13833 0 0 0.09787 0 2.55947 0.03054 0.98212 0.18708 0.94873 0 6.39948 0.00235 0 0 0.00114 0 0 0 0 0.00594 0 0.07084 0.0013 0.17965 0 0.08788 7.06865 0 0 0 0 0 0 0 0 0
